Date,Department,Category,CustomerCode,Price,Quantity,Revenue
2016-10-29,Kabobs,Beef,CWM11331L8O,28.0,14.0,392.0
2016-01-19,Kabobs,Chicken,CWM11331L8O,33.0,18.0,594.0
2014-11-04,Entrees,Lamb Chops,CWM11331L8O,37.0,19.0,703.0
2014-03-12,Sides,Roll,CWM11331L8O,5.0,15.0,75.0
2014-05-28,Sides,Roll,CWM11331L8O,5.0,9.0,45.0
2014-03-09,Sides,Chips,C823304RA4,8.0,19.0,152.0
2015-08-18,Sides,Roll,CRQ7798N1M,5.0,19.0,95.0
2015-02-14,Entrees,Beef and Broccoli,CWM11331L8O,37.0,5.0,185.0
2014-04-30,Kabobs,Beef,CWM11331L8O,25.0,16.0,400.0
2014-06-23,Sides,Rice,CWM11331L8O,9.0,14.0,126.0
2015-07-11,Kabobs,Beef,CMU75298HG,25.0,11.0,275.0
2016-10-13,Kabobs,Chicken,C5010176D9L,33.0,17.0,561.0
2016-11-23,Sides,Yogurt,CWM11331L8O,12.0,14.0,168.0
2016-06-26,Kabobs,Beef,CWM11331L8O,28.0,14.0,392.0
2014-09-11,Sides,Yogurt,CWM11331L8O,12.0,13.0,156.0
2016-09-13,Kabobs,Beef,CWM11331L8O,28.0,12.0,336.0
2017-01-30,Kabobs,Chicken,CWM11331L8O,33.0,22.0,726.0
2016-05-28,Sides,Yogurt,CWM11331L8O,12.0,18.0,216.0
2016-12-15,Sides,Yogurt,CCL10488NIR,12.0,19.0,228.0
2014-11-01,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2015-03-15,Kabobs,Beef,CWM11331L8O,25.0,8.0,200.0
2016-06-27,Kabobs,Lamb,CWM11331L8O,28.0,6.0,168.0
2015-12-17,Sides,Yogurt,CD08521Y6L,12.0,13.0,156.0
2014-07-02,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2014-02-23,Sides,Yogurt,C533090U2B,12.0,11.0,132.0
2015-05-13,Sides,Yogurt,CZI7036GDZ,12.0,17.0,204.0
2017-03-20,Entrees,Beef and Broccoli,CWM11331L8O,31.0,8.0,248.0
2016-07-19,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2014-08-07,Entrees,Beef and Broccoli,CWM11331L8O,15.0,17.0,255.0
2014-02-10,Entrees,Lamb Chops,CWM11331L8O,23.0,18.0,414.0
2014-09-24,Kabobs,Lamb,CWM11331L8O,28.0,12.0,336.0
2015-03-25,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2014-05-19,Sides,Yogurt,CWM11331L8O,12.0,13.0,156.0
2015-08-06,Kabobs,Pork,CWM11331L8O,28.0,3.0,84.0
2016-06-29,Sides,Yogurt,CWM11331L8O,12.0,20.0,240.0
2014-11-11,Sides,Roll,CWM11331L8O,5.0,12.0,60.0
2015-02-14,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2015-05-24,Sides,Rice,CWM11331L8O,9.0,12.0,108.0
2014-05-21,Sides,Roll,CWM11331L8O,5.0,15.0,75.0
2014-12-20,Kabobs,Beef,CWM11331L8O,25.0,2.0,50.0
2016-03-23,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2016-05-26,Entrees,Lamb Chops,CWM11331L8O,29.0,7.0,203.0
2015-12-07,Sides,Yogurt,CWM11331L8O,12.0,16.0,192.0
2015-10-17,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2016-01-20,Kabobs,Beef,CWM11331L8O,25.0,13.0,325.0
2014-08-16,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2014-09-15,Sides,Rice,CMY5181FRX,9.0,14.0,126.0
2014-02-06,Kabobs,Beef,CWM11331L8O,25.0,5.0,125.0
2016-05-22,Sides,Yogurt,CWM11331L8O,12.0,15.0,180.0
2014-03-22,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2015-04-26,Sides,Yogurt,CWM11331L8O,12.0,14.0,168.0
2014-04-08,Kabobs,Chicken,CWM11331L8O,33.0,2.0,66.0
2017-01-11,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2015-09-17,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2014-02-19,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2016-08-08,Sides,Roll,CDL98505TS,5.0,12.0,60.0
2016-04-10,Sides,Yogurt,CWM11331L8O,12.0,5.0,60.0
2016-02-15,Sides,Chips,CWM11331L8O,8.0,9.0,72.0
2014-09-18,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2015-06-14,Kabobs,Beef,CWM11331L8O,25.0,19.0,475.0
2015-07-02,Sides,Yogurt,CWM11331L8O,12.0,4.0,48.0
2016-04-13,Kabobs,Beef,CWM11331L8O,28.0,9.0,252.0
2016-12-11,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2014-10-22,Kabobs,Beef,CWM11331L8O,25.0,11.0,275.0
2014-09-18,Kabobs,Beef,CWM11331L8O,25.0,10.0,250.0
2015-03-28,Sides,Rice,CWM11331L8O,9.0,4.0,36.0
2015-03-16,Kabobs,Beef,CWM11331L8O,25.0,13.0,325.0
2015-02-16,Kabobs,Chicken,CWM11331L8O,33.0,15.0,495.0
2014-03-06,Sides,Yogurt,CWM11331L8O,12.0,15.0,180.0
2016-04-14,Kabobs,Pork,CWM11331L8O,29.0,7.0,203.0
2015-01-13,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2016-06-26,Entrees,Beef and Broccoli,CWM11331L8O,13.0,10.0,130.0
2014-05-12,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2015-10-17,Entrees,Lamb Chops,CWM11331L8O,29.0,9.0,261.0
2014-12-30,Entrees,Lamb Chops,CWM11331L8O,32.0,5.0,160.0
2015-01-21,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2015-02-11,Sides,Yogurt,CWM11331L8O,12.0,3.0,36.0
2014-01-23,Sides,Rice,CWM11331L8O,9.0,3.0,27.0
2015-12-05,Sides,Yogurt,CWM11331L8O,12.0,12.0,144.0
2014-07-15,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2017-03-23,Kabobs,Beef,CWM11331L8O,28.0,8.0,224.0
2017-01-24,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2016-07-25,Entrees,Lamb Chops,CWM11331L8O,21.0,9.0,189.0
2016-04-09,Kabobs,Chicken,CWM11331L8O,33.0,18.0,594.0
2015-12-16,Entrees,Beef and Broccoli,CWM11331L8O,27.0,6.0,162.0
2015-09-30,Entrees,Lamb Chops,CWM11331L8O,28.0,13.0,364.0
2014-09-06,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2016-06-30,Sides,Yogurt,C9596135YS,12.0,13.0,156.0
2014-10-16,Kabobs,Beef,CWM11331L8O,25.0,8.0,200.0
2015-04-28,Kabobs,Chicken,CWM11331L8O,33.0,3.0,99.0
2014-03-11,Entrees,Lamb Chops,CWM11331L8O,16.0,14.0,224.0
2015-11-17,Entrees,Lamb Chops,CWM11331L8O,24.0,8.0,192.0
2015-03-10,Kabobs,Chicken,C6W65015CG,33.0,13.0,429.0
2014-03-09,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2015-03-25,Kabobs,Beef,CBI2520186,25.0,11.0,275.0
2015-03-28,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2016-06-08,Kabobs,Beef,CWM11331L8O,28.0,10.0,280.0
2015-09-17,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2017-01-21,Sides,Rice,CWM11331L8O,9.0,15.0,135.0
2015-06-17,Sides,Yogurt,CWM11331L8O,12.0,15.0,180.0
2015-04-27,Sides,Yogurt,CWM11331L8O,12.0,12.0,144.0
2016-10-25,Kabobs,Beef,C0G9425MC0,28.0,4.0,112.0
2016-09-29,Sides,Roll,CWM11331L8O,5.0,11.0,55.0
2016-11-01,Kabobs,Lamb,CWM11331L8O,28.0,8.0,224.0
2014-08-14,Kabobs,Chicken,CWM11331L8O,33.0,5.0,165.0
2016-03-26,Kabobs,Chicken,CWM11331L8O,33.0,19.0,627.0
2014-04-05,Sides,Yogurt,C4935666HH,12.0,6.0,72.0
2014-06-19,Kabobs,Chicken,CWM11331L8O,33.0,,
2015-03-04,Sides,Yogurt,CWM11331L8O,12.0,8.0,96.0
2014-07-03,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2014-12-23,Entrees,Lamb Chops,CWM11331L8O,30.0,10.0,300.0
2015-07-15,Sides,Rice,CWM11331L8O,9.0,13.0,117.0
2014-08-10,Kabobs,Chicken,CWM11331L8O,33.0,22.0,726.0
2015-10-14,Kabobs,Lamb,CWM11331L8O,28.0,15.0,420.0
2014-12-30,Sides,Yogurt,CWM11331L8O,12.0,13.0,156.0
2014-09-16,Sides,Rice,CWM11331L8O,9.0,6.0,54.0
2014-04-22,Sides,Rice,CWM11331L8O,9.0,18.0,162.0
2016-06-15,Entrees,Lamb Chops,CWM11331L8O,17.0,10.0,170.0
2015-03-24,Kabobs,Beef,CWM11331L8O,25.0,9.0,225.0
2016-01-13,Sides,Yogurt,CWM11331L8O,12.0,16.0,192.0
2014-04-16,Sides,Rice,CWM11331L8O,9.0,1.0,9.0
2015-08-30,Kabobs,Beef,CWM11331L8O,25.0,14.0,350.0
2016-07-31,Kabobs,Beef,CWM11331L8O,28.0,11.0,308.0
2016-07-23,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2014-03-09,Sides,Yogurt,CWM11331L8O,12.0,16.0,192.0
2016-05-11,Kabobs,Beef,CWM11331L8O,28.0,15.0,420.0
2016-04-17,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2017-02-09,Kabobs,Beef,CWM11331L8O,28.0,3.0,84.0
2015-05-07,Entrees,Beef and Broccoli,CWM11331L8O,26.0,8.0,208.0
2014-10-18,Kabobs,Chicken,CWM11331L8O,33.0,18.0,594.0
2016-09-28,Sides,Roll,CWM11331L8O,5.0,9.0,45.0
2016-09-06,Sides,Rice,CWM11331L8O,9.0,12.0,108.0
2014-09-18,Entrees,Lamb Chops,CWM11331L8O,32.0,14.0,448.0
2014-06-19,Kabobs,Beef,CWM11331L8O,25.0,10.0,250.0
2014-02-10,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2015-03-24,Kabobs,Chicken,CWM11331L8O,33.0,8.0,264.0
2016-02-16,Kabobs,Beef,CWM11331L8O,25.0,13.0,325.0
2015-03-25,Sides,Roll,CWM11331L8O,5.0,13.0,65.0
2016-08-16,Kabobs,Chicken,CWM11331L8O,33.0,8.0,264.0
2015-05-13,Entrees,Lamb Chops,CWM11331L8O,36.0,14.0,504.0
2015-08-05,Sides,Roll,CWM11331L8O,5.0,5.0,25.0
2016-10-20,Sides,Chips,CWM11331L8O,8.0,9.0,72.0
2015-02-17,Sides,Roll,CWM11331L8O,5.0,10.0,50.0
2016-09-06,Entrees,Beef and Broccoli,CWM11331L8O,28.0,17.0,476.0
2017-02-28,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2016-01-13,Sides,Roll,CWM11331L8O,5.0,10.0,50.0
2016-10-20,Entrees,Beef and Broccoli,CWM11331L8O,28.0,15.0,420.0
2014-05-13,Kabobs,Lamb,CWM11331L8O,28.0,18.0,504.0
2015-05-24,Sides,Yogurt,CWM11331L8O,12.0,7.0,84.0
2014-07-20,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2015-03-30,Entrees,Beef and Broccoli,CWM11331L8O,15.0,13.0,195.0
2015-05-23,Entrees,Beef and Broccoli,CWM11331L8O,29.0,3.0,87.0
2016-10-06,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2016-09-08,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2015-06-04,Kabobs,Chicken,C167231OBT,33.0,11.0,363.0
2015-12-29,Sides,Yogurt,CWM11331L8O,12.0,7.0,84.0
2015-10-25,Entrees,Lamb Chops,CWM11331L8O,16.0,7.0,112.0
2015-08-26,Kabobs,Chicken,CWM11331L8O,33.0,8.0,264.0
2017-01-11,Sides,Rice,CWM11331L8O,9.0,12.0,108.0
2015-02-05,Sides,Rice,CWM11331L8O,9.0,7.0,63.0
2016-06-27,Sides,Yogurt,CWM11331L8O,12.0,9.0,108.0
2014-10-12,Kabobs,Chicken,CWM11331L8O,33.0,18.0,594.0
2016-09-11,Sides,Roll,CWM11331L8O,5.0,13.0,65.0
2014-03-30,Kabobs,Beef,CJV24907OI,25.0,20.0,500.0
2015-06-30,Kabobs,Beef,CB87441M1O,25.0,9.0,225.0
2015-11-22,Kabobs,Chicken,CWM11331L8O,33.0,12.0,396.0
2015-09-17,Kabobs,Chicken,CWM11331L8O,33.0,17.0,561.0
2016-05-04,Kabobs,Beef,CWM11331L8O,28.0,17.0,476.0
2015-04-22,Kabobs,Beef,CWM11331L8O,25.0,10.0,250.0
2015-04-01,Kabobs,Beef,CWM11331L8O,25.0,19.0,475.0
2015-05-10,Kabobs,Chicken,CWM11331L8O,33.0,7.0,231.0
2014-03-04,Entrees,Beef and Broccoli,C903233Z0S,27.0,13.0,351.0
2015-02-04,Kabobs,Beef,CWM11331L8O,25.0,16.0,400.0
2015-08-18,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2015-01-07,Kabobs,Chicken,CWM11331L8O,33.0,9.0,297.0
2016-05-23,Kabobs,Chicken,CWM11331L8O,33.0,23.0,759.0
2016-02-20,Kabobs,Chicken,CWM11331L8O,33.0,11.0,363.0
2015-12-19,Sides,Roll,CWM11331L8O,5.0,20.0,100.0
2016-03-17,Sides,Yogurt,CWM11331L8O,12.0,10.0,120.0
2015-12-01,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2014-05-03,Sides,Rice,CWM11331L8O,9.0,14.0,126.0
2014-07-05,Sides,Yogurt,CWM11331L8O,12.0,18.0,216.0
2015-04-07,Kabobs,Beef,CWM11331L8O,25.0,14.0,350.0
2014-03-13,Kabobs,Beef,CWM11331L8O,25.0,5.0,125.0
2014-03-02,Sides,Yogurt,CWM11331L8O,12.0,19.0,228.0
2016-06-04,Kabobs,Beef,CWM11331L8O,28.0,13.0,364.0
2016-11-17,Kabobs,Beef,CWM11331L8O,28.0,17.0,476.0
2016-06-04,Sides,Yogurt,CWM11331L8O,12.0,14.0,168.0
2015-02-21,Kabobs,Beef,CWM11331L8O,25.0,21.0,525.0
2015-10-18,Entrees,Beef and Broccoli,CWM11331L8O,38.0,6.0,228.0
2014-01-04,Kabobs,Chicken,CWM11331L8O,33.0,17.0,561.0
2014-12-16,Kabobs,Chicken,CIA5949R33,33.0,11.0,363.0
2014-12-23,Kabobs,Beef,CWM11331L8O,25.0,11.0,275.0
2014-09-22,Kabobs,Lamb,CLT52509AR,28.0,12.0,336.0
2017-02-13,Kabobs,Beef,CWM11331L8O,28.0,7.0,196.0
2014-11-03,Kabobs,Beef,CWM11331L8O,25.0,14.0,350.0
2014-06-25,Sides,Rice,CWM11331L8O,9.0,10.0,90.0
2014-11-05,Sides,Yogurt,CFK35910Z3,12.0,6.0,72.0
2017-03-19,Kabobs,Lamb,CWM11331L8O,30.0,6.0,180.0
2016-10-06,Sides,Yogurt,CWM11331L8O,12.0,6.0,72.0
2014-07-12,Sides,Rice,CWM11331L8O,9.0,9.0,81.0
2015-02-11,Sides,Rice,CWM11331L8O,9.0,7.0,63.0
2014-12-20,Sides,Yogurt,C8T5965P1G,12.0,14.0,168.0
2014-11-18,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2014-09-10,Sides,Rice,CWM11331L8O,9.0,12.0,108.0
2015-03-23,Kabobs,Chicken,CWM11331L8O,33.0,6.0,198.0
2016-08-04,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2014-04-03,Entrees,Lamb Chops,CWM11331L8O,23.0,23.0,529.0
2014-08-30,Kabobs,Chicken,CWM11331L8O,33.0,10.0,330.0
2014-12-17,Kabobs,Chicken,CWM11331L8O,33.0,4.0,132.0
2016-02-03,Kabobs,Chicken,CWM11331L8O,33.0,14.0,462.0
2015-07-16,Entrees,Beef and Broccoli,CWM11331L8O,14.0,7.0,98.0
2014-02-04,Sides,Yogurt,CWM11331L8O,12.0,18.0,216.0
2014-09-13,Entrees,Lamb Chops,CWM11331L8O,30.0,14.0,420.0
2015-03-31,Kabobs,Chicken,CWM11331L8O,33.0,8.0,264.0
2016-07-10,Entrees,Beef and Broccoli,CWM11331L8O,20.0,10.0,200.0
2014-01-08,Kabobs,Beef,CFV2613Q55,25.0,13.0,325.0
2015-10-26,Kabobs,Pork,CWM11331L8O,28.0,3.0,84.0
2014-03-16,Kabobs,Chicken,CWM11331L8O,33.0,13.0,429.0
2016-12-01,Sides,Yogurt,CWM11331L8O,12.0,,
2016-08-14,Kabobs,Lamb,CWM11331L8O,28.0,16.0,448.0
2017-03-19,Kabobs,Beef,CVV1101420S,28.0,10.0,280.0
2014-09-11,Sides,Rice,CWM11331L8O,9.0,14.0,126.0
2015-08-22,Sides,Yogurt,CWM11331L8O,12.0,1.0,12.0
2014-07-08,Kabobs,Beef,CWM11331L8O,25.0,8.0,200.0
2015-01-19,Sides,Rice,CWM11331L8O,9.0,12.0,108.0
2015-07-25,Kabobs,Lamb,CWM11331L8O,28.0,15.0,420.0
2015-07-25,Kabobs,Lamb,CWM11331L8O,28.0,15.0,420.0
2014-02-27,Kabobs,Pork,CWM11331L8O,28.0,17.0,476.0
2016-06-04,Sides,Yogurt,CWM11331L8O,12.0,17.0,204.0
2014-07-23,Entrees,Lamb Chops,CWM11331L8O,30.0,13.0,390.0
2014-04-09,Sides,Yogurt,CWM11331L8O,12.0,11.0,132.0
2017-03-30,Kabobs,Chicken,CWM11331L8O,33.0,4.0,132.0
2014-03-13,Kabobs,Chicken,CWM11331L8O,33.0,3.0,99.0
2014-12-11,Sides,Yogurt,CWM11331L8O,12.0,4.0,48.0
2015-06-15,Entrees,Beef and Broccoli,CWM11331L8O,27.0,8.0,216.0
